city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Chéserex,46.4167,6.1667,Switzerland,CH,Vaud,,1221,1221
Gingins,46.4167,6.1833,Switzerland,CH,Vaud,,1221,1221
Tamins,46.8294,9.4066,Switzerland,CH,Graubünden,,1217,1217
Gerzensee,46.8333,7.5500,Switzerland,CH,Bern,,1215,1215
Lommis,47.5164,8.9831,Switzerland,CH,Thurgau,,1215,1215
Bettingen,47.5708,7.6650,Switzerland,CH,Basel-Stadt,,1213,1213
Eclépens,46.6500,6.5333,Switzerland,CH,Vaud,,1212,1212
Villars-le-Terroir,46.6500,6.6333,Switzerland,CH,Vaud,,1212,1212
Marbach,46.8542,7.9000,Switzerland,CH,Luzern,,1212,1212
Aesch,47.2547,8.2414,Switzerland,CH,Luzern,,1205,1205
Stettfurt,47.5261,8.9556,Switzerland,CH,Thurgau,,1204,1204
Muolen,47.5167,9.3164,Switzerland,CH,Sankt Gallen,,1200,1200
Oberstammheim,47.6339,8.7994,Switzerland,CH,Zürich,,1196,1196
Beatenberg,46.6997,7.8000,Switzerland,CH,Bern,,1196,1196
La Sonnaz,46.8339,7.1086,Switzerland,CH,Fribourg,,1190,1190
Tegerfelden,47.5619,8.2848,Switzerland,CH,Aargau,,1190,1190
La Verrerie,46.6167,6.9167,Switzerland,CH,Fribourg,,1188,1188
Bättwil,47.5000,7.5167,Switzerland,CH,Solothurn,,1186,1186
Zuoz,46.6020,9.9598,Switzerland,CH,Graubünden,,1186,1186
Aire-la-Ville,46.1902,6.0423,Switzerland,CH,Genève,,1184,1184
Ried bei Kerzers,46.9633,7.1810,Switzerland,CH,Fribourg,,1183,1183
Choulex,46.2263,6.2238,Switzerland,CH,Genève,,1179,1179
Crassier,46.3667,6.1667,Switzerland,CH,Vaud,,1177,1177
Obergerlafingen,47.1611,7.5833,Switzerland,CH,Solothurn,,1176,1176
Niederbuchsiten,47.2969,7.7708,Switzerland,CH,Solothurn,,1175,1175
Mühlau,47.2303,8.3917,Switzerland,CH,Aargau,,1175,1175
Günsberg,47.2567,7.5761,Switzerland,CH,Solothurn,,1174,1174
Zeihen,47.4775,8.0847,Switzerland,CH,Aargau,,1171,1171
Twann,47.0831,7.1500,Switzerland,CH,Bern,,1171,1171
Gettnau,47.1403,7.9694,Switzerland,CH,Luzern,,1170,1170
Trun,46.7433,8.9831,Switzerland,CH,Graubünden,,1170,1170
Schmiedrued,47.2639,8.1125,Switzerland,CH,Aargau,,1168,1168
Birrwil,47.2902,8.1962,Switzerland,CH,Aargau,,1166,1166
La Rippe,46.3833,6.1500,Switzerland,CH,Vaud,,1166,1166
La Roche,47.4167,7.1667,Switzerland,CH,Jura,,1162,1162
Morschach,46.9817,8.6197,Switzerland,CH,Schwyz,,1159,1159
Cevio,46.3783,8.5423,Switzerland,CH,Ticino,,1159,1159
Sumvitg,46.7164,8.9331,Switzerland,CH,Graubünden,,1158,1158
Jenaz,46.9164,9.7164,Switzerland,CH,Graubünden,,1146,1146
Heimenhausen,47.2097,7.7000,Switzerland,CH,Bern,,1142,1142
Lully,46.8333,6.8447,Switzerland,CH,Fribourg,,1141,1141
Remaufens,46.5167,6.8667,Switzerland,CH,Fribourg,,1139,1139
Wyssachen,47.0740,7.8214,Switzerland,CH,Bern,,1137,1137
Schnottwil,47.1088,7.3912,Switzerland,CH,Solothurn,,1135,1135
Remigen,47.5164,8.1875,Switzerland,CH,Aargau,,1135,1135
Borex,46.3787,6.1781,Switzerland,CH,Vaud,,1133,1133
Krattigen,46.6502,7.7402,Switzerland,CH,Bern,,1132,1132
Liesberg,47.4050,7.4300,Switzerland,CH,Basel-Landschaft,,1127,1127
Schlatterlehn,47.3567,9.3961,Switzerland,CH,Appenzell Ausserrhoden,,1126,1126
Waldenburg,47.3831,7.7500,Switzerland,CH,Basel-Landschaft,,1125,1125
Kappel am Albis,47.2286,8.5272,Switzerland,CH,Zürich,,1124,1124
Leissigen,46.6497,7.7664,Switzerland,CH,Bern,,1123,1123
Greppen,47.0550,8.4294,Switzerland,CH,Luzern,,1118,1118
Noville,46.3833,6.9000,Switzerland,CH,Vaud,,1118,1118
Etagnières,46.6000,6.6167,Switzerland,CH,Vaud,,1115,1115
Pampigny,46.5802,6.4266,Switzerland,CH,Vaud,,1114,1114
Welschenrohr,47.2814,7.5289,Switzerland,CH,Solothurn,,1114,1114
Brusio,46.2555,10.1190,Switzerland,CH,Graubünden,,1114,1114
Wuppenau,47.4972,9.1089,Switzerland,CH,Thurgau,,1111,1111
Silvaplauna,46.4667,9.7997,Switzerland,CH,Graubünden,,1111,1111
Bünzen,47.3108,8.3261,Switzerland,CH,Aargau,,1110,1110
Mülligen,47.4581,8.2403,Switzerland,CH,Aargau,,1109,1109
Hagenbuch,47.5225,8.8883,Switzerland,CH,Zürich,,1105,1105
Rechthalten,46.7634,7.2460,Switzerland,CH,Fribourg,,1103,1103
Lauerz,47.0347,8.5803,Switzerland,CH,Schwyz,,1100,1100
Sorens,46.6667,7.0667,Switzerland,CH,Fribourg,,1098,1098
Affoltern im Emmental,47.0497,7.7167,Switzerland,CH,Bern,,1097,1097
Rifferswil,47.2331,8.4667,Switzerland,CH,Zürich,,1096,1096
Burgistein,46.7921,7.5032,Switzerland,CH,Bern,,1096,1096
Ependes,46.7500,7.1500,Switzerland,CH,Fribourg,,1089,1089
Stalden,46.2333,7.8667,Switzerland,CH,Valais,,1086,1086
Duillier,46.4167,6.2333,Switzerland,CH,Vaud,,1080,1080
Morrens,46.5833,6.6333,Switzerland,CH,Vaud,,1079,1079
Herdern,47.5997,8.8997,Switzerland,CH,Thurgau,,1079,1079
Assens,46.6178,6.6274,Switzerland,CH,Vaud,,1077,1077
Obermumpf,47.5317,7.9375,Switzerland,CH,Aargau,,1074,1074
Untereggen,47.4664,9.4497,Switzerland,CH,Sankt Gallen,,1073,1073
Oberembrach,47.4875,8.6183,Switzerland,CH,Zürich,,1073,1073
Gletterens,46.8950,6.9375,Switzerland,CH,Fribourg,,1070,1070
Wegenstetten,47.5000,7.9333,Switzerland,CH,Aargau,,1066,1066
Buus,47.5053,7.8644,Switzerland,CH,Basel-Landschaft,,1066,1066
Yvorne,46.3333,6.9500,Switzerland,CH,Vaud,,1066,1066
Ballaigues,46.7333,6.4167,Switzerland,CH,Vaud,,1064,1064
Vaulruz,46.6167,6.9833,Switzerland,CH,Fribourg,,1063,1063
Innertkirchen,46.6997,8.2333,Switzerland,CH,Bern,,1063,1063
Hermance,46.2936,6.2447,Switzerland,CH,Genève,,1062,1062
Bäriswil,47.0167,7.5333,Switzerland,CH,Bern,,1062,1062
Dürrenroth,47.0892,7.7910,Switzerland,CH,Bern,,1061,1061
Fétigny,46.7961,6.9144,Switzerland,CH,Fribourg,,1060,1060
Wäldi,47.6333,9.0831,Switzerland,CH,Thurgau,,1059,1059
Stüsslingen,47.3942,7.9708,Switzerland,CH,Solothurn,,1055,1055
Giebenach,47.5231,7.7447,Switzerland,CH,Basel-Landschaft,,1055,1055
Trüllikon,47.6392,8.6931,Switzerland,CH,Zürich,,1054,1054
Eggenwil,47.3706,8.3403,Switzerland,CH,Aargau,,1053,1053
Freienwil,47.5030,8.3265,Switzerland,CH,Aargau,,1053,1053
Wölflinswil,47.4611,7.9979,Switzerland,CH,Aargau,,1048,1048
Plasselb,46.7333,7.2500,Switzerland,CH,Fribourg,,1048,1048
Mézières,46.6785,6.9258,Switzerland,CH,Fribourg,,1045,1045
Les Brenets,47.0667,6.7000,Switzerland,CH,Neuchâtel,,1044,1044
Schongau,47.2672,8.2581,Switzerland,CH,Luzern,,1044,1044
Büren,47.4511,7.6708,Switzerland,CH,Solothurn,,1042,1042
Sembrancher,46.0780,7.1512,Switzerland,CH,Valais,,1042,1042
Sullens,46.6000,6.5667,Switzerland,CH,Vaud,,1036,1036
Vich,46.4333,6.2500,Switzerland,CH,Vaud,,1035,1035
Champagne,46.8358,6.6516,Switzerland,CH,Vaud,,1035,1035
Gansingen,47.5442,8.1347,Switzerland,CH,Aargau,,1034,1034
Haldenstein,46.8786,9.5269,Switzerland,CH,Graubünden,,1033,1033
Saint George,46.5167,6.2667,Switzerland,CH,Vaud,,1032,1032
Dörflingen,47.7075,8.7202,Switzerland,CH,Schaffhausen,,1028,1028
Daillens,46.6167,6.5500,Switzerland,CH,Vaud,,1027,1027
Baulmes,46.7833,6.5167,Switzerland,CH,Vaud,,1027,1027
Givrins,46.4333,6.2000,Switzerland,CH,Vaud,,1026,1026
Oeschgen,47.5219,8.0181,Switzerland,CH,Aargau,,1026,1026
Quinto,46.5167,8.7000,Switzerland,CH,Ticino,,1026,1026
Augst,47.5350,7.7128,Switzerland,CH,Aargau,,1024,1024
Burg,47.2372,8.1819,Switzerland,CH,Aargau,,1023,1023
Essertines-sur-Yverdon,46.7167,6.6333,Switzerland,CH,Vaud,,1023,1023
Hüntwangen,47.5961,8.4939,Switzerland,CH,Zürich,,1020,1020
La Sagne,47.0388,6.7988,Switzerland,CH,Neuchâtel,,1016,1016
Vorderthal,47.1203,8.9008,Switzerland,CH,Schwyz,,1015,1015
Rickenbach,47.3414,7.8583,Switzerland,CH,Solothurn,,1012,1012
Dägerlen,47.5619,8.7231,Switzerland,CH,Zürich,,1012,1012
Cornol,47.4000,7.1667,Switzerland,CH,Jura,,1010,1010
Seewen,47.4358,7.6597,Switzerland,CH,Solothurn,,1010,1010
Grub,47.4481,9.5094,Switzerland,CH,Appenzell Ausserrhoden,,1008,1008
Vals,46.6164,9.1833,Switzerland,CH,Graubünden,,1007,1007
Saint Martin,46.5833,6.8667,Switzerland,CH,Fribourg,,1005,1005
Vuarrens,46.6833,6.6500,Switzerland,CH,Vaud,,1004,1004
Cressier,46.9000,7.1333,Switzerland,CH,Fribourg,,1001,1001
L’Isle,46.6167,6.4167,Switzerland,CH,Vaud,,1001,1001
Mörel-Filet,46.3570,8.0480,Switzerland,CH,Valais,minor,680,680
Igis,46.9497,9.5667,Switzerland,CH,Graubünden,minor,,
Tafers,46.8163,7.2210,Switzerland,CH,Fribourg,minor,,
Cernier,47.0606,6.9021,Switzerland,CH,Neuchâtel,minor,,
Haslen,47.3693,9.3675,Switzerland,CH,Appenzell Innerrhoden,minor,,
Münster-Geschinen,46.4833,8.2500,Switzerland,CH,Valais,minor,,
Tiefencastel,46.6450,9.6131,Switzerland,CH,Graubünden,minor,,
