AFFGEOID,Population (people),Color,Inset,Label,ALAND,AWATER,COUNTYNS,GEOID,DisplayName
0500000US30053,19677,,,LIN,9356484224,161555792,1720038,30053,Lincoln (0500000US30053)
0500000US31111,34676,,,LIN,6641092845,28436694,835877,31111,Lincoln (0500000US31111)
0500000US32019,59235,,,LIN,5187939862,59489121,858645,32019,Lincoln (0500000US32019)
0500000US35027,20269,,,LIN,12512530053,554839,929116,35027,Lincoln (0500000US35027)
0500000US37109,86810,,,LIN,766239897,23350160,1008569,37109,Lincoln (0500000US37109)
0500000US40081,33458,,,LIN,2466634961,34717863,1101828,40081,Lincoln (0500000US40081)
0500000US41041,50395,,,LIN,2540733361,553145239,1135856,41041,Lincoln (0500000US41041)
0500000US46083,65161,,,LIN,1495182125,1179561,1265769,46083,Lincoln (0500000US46083)
0500000US47103,35319,,,LIN,1477179214,971039,1639766,47103,Lincoln (0500000US47103)
0500000US53043,10876,,,LIN,5984421204,75265950,1514052,53043,Lincoln (0500000US53043)
0500000US54043,20463,,,LIN,1132065764,4053564,1550028,54043,Lincoln (0500000US54043)
0500000US55069,28415,,,LIN,2275832535,72745054,1581094,55069,Lincoln (0500000US55069)
0500000US56023,19581,,,LIN,10555073814,49947312,1605076,56023,Lincoln (0500000US56023)
0500000US19113,230299,,,LIN,1857173067,19710590,465245,19113,Linn (0500000US19113)
0500000US20107,9591,,,LIN,1538662702,31893232,485018,20107,Linn (0500000US20107)
0500000US29115,11874,,,LIN,1594366554,14989603,758512,29115,Linn (0500000US29115)
0500000US41043,128610,,,LIN,5929198837,50052280,1135857,41043,Linn (0500000US41043)
0500000US48295,3059,,,LIP,2414422644,298741,1383933,48295,Lipscomb (0500000US48295)
0500000US09005,185186,,,LIT,2384123146,62350378,212796,9005,Litchfield (0500000US09005)
0500000US05081,12026,,,LIT,1375943077,83115227,66874,5081,Little River (0500000US05081)
0500000US48297,11335,,,LIV,2692796909,101483818,1383934,48297,Live Oak (0500000US48297)
0500000US17105,35815,,,LIV,2702983878,5975815,424254,17105,Livingston (0500000US17105)
0500000US21139,8888,,,LIV,811362663,74813866,516916,21139,Livingston (0500000US21139)
0500000US22063,142282,,,LIV,1678641293,112186821,558083,22063,Livingston (0500000US22063)
0500000US26093,193866,,,LIV,1464079839,52114448,1622989,26093,Livingston (0500000US26093)
0500000US29117,14557,,,LIV,1378657549,16187907,758513,29117,Livingston (0500000US29117)
0500000US36051,61834,,,LIV,1636254771,22005356,974124,36051,Livingston (0500000US36051)
0500000US48299,21243,,,LLA,2419214536,82342037,1383935,48299,Llano (0500000US48299)
0500000US05083,21131,,,LOG,1836602034,53970569,82850,5083,Logan (0500000US05083)
0500000US08075,21528,,,LOG,4761947975,16363553,198153,8075,Logan (0500000US08075)
0500000US17107,27987,,,LOG,1600748259,2262329,424255,17107,Logan (0500000US17107)
0500000US20109,2762,,,LOG,2779039723,274632,485019,20109,Logan (0500000US20109)
0500000US21141,27432,,,LOG,1430224002,12479211,516917,21141,Logan (0500000US21141)
0500000US31113,716,,,LOG,1478101945,1203586,835878,31113,Logan (0500000US31113)
0500000US38047,1876,,,LOG,2570819037,47710154,1035620,38047,Logan (0500000US38047)
0500000US39091,46150,,,LOG,1187523861,21593253,1074058,39091,Logan (0500000US39091)
0500000US40083,49555,,,LOG,1926268077,13203700,1101829,40083,Logan (0500000US40083)
0500000US54045,32567,,,LOG,1175120719,4748336,1550029,54045,Logan (0500000US54045)
0500000US13183,16168,,,LON,1037006566,8862019,326719,13183,Long (0500000US13183)
0500000US05085,74015,,,LON,1998042333,82719024,69164,5085,Lonoke (0500000US05085)
0500000US39093,312964,,,LOR,1270483154,1119495057,1074059,39093,Lorain (0500000US39093)
0500000US35028,19419,,,LOS,282626748,208105,1702366,35028,Los Alamos (0500000US35028)
0500000US06037,10014009,,,LOS,10513508620,1787475204,277283,6037,Los Angeles (0500000US06037)
0500000US47105,54886,,,LOU,593811372,46869994,1639767,47105,Loudon (0500000US47105)
0500000US51147,21849,,,LOU,906356801,10079281,1492359,51147,Loudoun (0500000US51147)
0500000US19115,10837,,,LOU,1040596801,40784321,465246,19115,Louisa (0500000US19115)
0500000US51149,43010,,,LOU,687232241,42745198,1480160,51149,Louisa (0500000US51149)
0500000US31115,607,,,LOU,1459513675,19565477,835879,31115,Loup (0500000US31115)
0500000US40085,10146,,,LOV,1331030675,47500741,1101830,40085,Love (0500000US40085)
0500000US48301,64,,,LOV,1732230053,19981167,1383936,48301,Loving (0500000US48301)
0500000US01085,10311,,,LOW,1854651814,23271259,161568,1085,Lowndes (0500000US01085)
0500000US13185,118251,,,LOW,1287842038,34542105,326720,13185,Lowndes (0500000US13185)
0500000US28087,58879,,,LOW,1309105223,28532500,695767,28087,Lowndes (0500000US28087)
0500000US48303,310639,,,LUB,2319597749,13210797,1383937,48303,Lubbock (0500000US48303)
0500000US19117,8634,,,LUC,1115458264,9852845,465247,19117,Lucas (0500000US19117)
0500000US39095,431279,,,LUC,879723724,663488658,1074060,39095,Lucas (0500000US39095)
0500000US26095,5339,,,LUC,2328593560,2624711552,1622990,26095,Luce (0500000US26095)
0500000US13187,33488,,,LUM,732820607,3275562,357196,13187,Lumpkin (0500000US13187)
0500000US35029,25427,,,LUN,7679776933,433660,933057,35029,Luna (0500000US35029)
0500000US51153,482204,,,LUN,868309976,30837608,1480161,51153,Lunenburg (0500000US51153)
0500000US42079,325594,,,LUZ,2304768922,42104649,1209183,42079,Luzerne (0500000US42079)
0500000US42081,114188,,,LYC,3182886778,38917581,1213677,42081,Lycoming (0500000US42081)
0500000US46085,3718,,,LYM,4253498542,167300393,1265789,46085,Lyman (0500000US46085)
0500000US51155,33800,,,LYN,828378951,24875979,1501465,51155,Lynchburg (0500000US51155)
0500000US48305,5596,,,LYN,2309924847,4169718,1383938,48305,Lynn (0500000US48305)
0500000US19119,11934,,,LYO,1521901261,440273,465248,19119,Lyon (0500000US19119)
0500000US20111,32179,,,LYO,2194958222,20561825,485020,20111,Lyon (0500000US20111)
0500000US21143,8680,,,LYO,553848612,110565602,516918,21143,Lyon (0500000US21143)
0500000US27083,25269,,,LYO,1850315109,18794794,659487,27083,Lyon (0500000US27083)
0500000US32021,4554,,,LYO,9715777470,155864513,858644,32021,Lyon (0500000US32021)
0500000US26097,10834,,,MAC,2646654800,2793754477,1622991,26097,Mackinac (0500000US26097)
0500000US26099,881217,,,MAC,1241505071,237173296,1622992,26099,Macomb (0500000US26099)
0500000US01087,19532,,,MAC,1576435594,11765508,161569,1087,Macon (0500000US01087)
0500000US13189,21632,,,MAC,666590014,23114032,348794,13189,Macon (0500000US13189)
0500000US17109,27238,,,MAC,1526339605,2012552,1784729,17109,Macon (0500000US17109)
0500000US29119,23303,,,MAC,1397155452,520251,758518,29119,Macon (0500000US29119)
0500000US37111,44578,,,MAC,1139476688,13977729,1025836,37111,Macon (0500000US37111)
0500000US47107,53276,,,MAC,1113997311,5340568,1639773,47107,Macon (0500000US47107)
0500000US17111,310229,,,MAC,1562785695,19871852,1784815,17111,Macoupin (0500000US17111)
0500000US06039,156255,,,MAD,5534591552,42271836,277284,6039,Madera (0500000US06039)
0500000US01089,388153,,,MAD,2076137768,28784863,161570,1089,Madison (0500000US01089)
0500000US05087,16521,,,MAD,2160639839,7455609,69165,5087,Madison (0500000US05087)
0500000US12079,17968,,,MAD,1804001483,49634046,295731,12079,Madison (0500000US12079)
0500000US13191,10975,,,MAD,1117201522,369165150,356886,13191,Madison (0500000US13191)
0500000US16065,52913,,,MAD,1215396268,10500951,394803,16065,Madison (0500000US16065)
0500000US17113,170954,,,MAD,3064597291,7804856,1784833,17113,Madison (0500000US17113)
0500000US18095,130129,,,MAD,1170470206,2546731,450370,18095,Madison (0500000US18095)
0500000US19121,16548,,,MAD,1452999050,2983840,465249,19121,Madison (0500000US19121)
0500000US21145,67875,,,MAD,644192188,49762212,516925,21145,Madison (0500000US21145)
0500000US22065,10017,,,MAD,1616604801,68460376,558088,22065,Madison (0500000US22065)
0500000US28089,109145,,,MAD,1850178950,71697237,695768,28089,Madison (0500000US28089)
0500000US29121,15209,,,MAD,2075118027,28912941,758514,29121,Madison (0500000US29121)
0500000US30055,1729,,,MAD,6843332035,103024685,1716270,30055,Madison (0500000US30055)
0500000US31117,399,,,MAD,2225460625,2680669,835881,31117,Madison (0500000US31117)
0500000US36053,68016,,,MAD,1696054036,16691322,974125,36053,Madison (0500000US36053)
0500000US37113,37014,,,MAD,1335344502,10604264,1025833,37113,Madison (0500000US37113)
0500000US39097,43824,,,MAD,1206451440,2129636,1074061,39097,Madison (0500000US39097)
0500000US47109,25866,,,MAD,1457753351,1994997,1639774,47109,Madison (0500000US47109)
0500000US48307,7630,,,MAD,2759893532,20286193,1383945,48307,Madison (0500000US48307)
0500000US51157,7348,,,MAD,689900922,2142396,1673976,51157,Madison (0500000US51157)
0500000US21147,16888,,,MAG,1105416696,10730402,516926,21147,Magoffin (0500000US21147)
0500000US19123,22190,,,MAH,1478498325,6594320,465250,19123,Mahaska (0500000US19123)
0500000US27085,36771,,,MAH,1273004835,36432583,659491,27085,Mahnomen (0500000US27085)
0500000US39099,228614,,,MAH,1065748187,35455920,1074062,39099,Mahoning (0500000US39099)
0500000US40087,41662,,,MAJ,1478150667,24712058,1101834,40087,Major (0500000US40087)
0500000US41045,31571,,,MAL,25609051307,108997319,1135858,41045,Malheur (0500000US41045)
0500000US51159,8923,,,MAN,495925426,64458631,1480164,51159,Manassas (0500000US51159)
0500000US51161,96929,,,MAN,648915079,1762677,1480165,51161,Manassas Park (0500000US51161)
0500000US12081,399710,,,MAN,1923744056,573084762,295744,12081,Manatee (0500000US12081)
0500000US26101,25032,,,MAN,1404616375,1912438851,1622993,26101,Manistee (0500000US26101)
0500000US55071,81359,,,MAN,1526295968,2343344181,1581095,55071,Manitowoc (0500000US55071)
0500000US55073,138013,,,MAR,4002035761,80651079,1581096,55073,Marathon (0500000US55073)
0500000US01091,19323,,,MAR,2530155136,14951685,161572,1091,Marengo (0500000US01091)
0500000US04013,4420568,,,MAR,23833061798,62173467,37026,4013,Maricopa (0500000US04013)
0500000US29123,12626,,,MAR,1280454067,8322301,758515,29123,Maries (0500000US29123)
0500000US06041,262321,,,MAR,1347889807,797077678,277285,6041,Marin (0500000US06041)
0500000US55075,41872,,,MAR,3624599046,389876770,1581097,55075,Marinette (0500000US55075)
0500000US01093,29341,,,MAR,1922660061,3180617,161573,1093,Marion (0500000US01093)
0500000US05089,16826,,,MAR,1545325346,112951240,69898,5089,Marion (0500000US05089)
0500000US12083,375908,,,MAR,4113994502,192281277,306922,12083,Marion (0500000US12083)
0500000US13193,12082,,,MAR,1037709945,13841916,346957,13193,Marion (0500000US13193)
0500000US17115,103998,,,MAR,1503684111,13406665,424256,17115,Marion (0500000US17115)
0500000US18097,977203,,,MAR,1027221236,16566444,450371,18097,Marion (0500000US18097)
0500000US19125,33414,,,MAR,1436123094,41484609,465251,19125,Marion (0500000US19125)
0500000US20113,30223,,,MAR,2326547430,6003328,485021,20113,Marion (0500000US20113)
0500000US21149,9152,,,MAR,654041001,9606626,516927,21149,Marion (0500000US21149)
0500000US28091,24441,,,MAR,1404804179,16115365,695769,28091,Marion (0500000US28091)
0500000US29125,8432,,,MAR,1364873607,7632374,758516,29125,Marion (0500000US29125)
0500000US39101,65359,,,MAR,1045853061,908577,1074063,39101,Marion (0500000US39101)
0500000US41047,345920,,,MAR,3059027620,26557435,1135859,41047,Marion (0500000US41047)
0500000US45065,9526,,,MAR,929457509,89976619,1248012,45065,Marion (0500000US45065)
0500000US47111,25216,,,MAR,795498344,246690,1639768,47111,Marion (0500000US47111)
0500000US48309,260579,,,MAR,2684924496,61092093,1383946,48309,Marion (0500000US48309)
0500000US54047,19111,,,MAR,1381648569,3731571,1689162,54047,Marion (0500000US54047)
0500000US06043,17131,,,MAR,3752476985,36220865,277286,6043,Mariposa (0500000US06043)
0500000US45067,29183,,,MAR,1267466476,12418901,1248010,45067,Marlboro (0500000US45067)
0500000US26103,66017,,,MAR,4685420988,4185337774,1622994,26103,Marquette (0500000US26103)
0500000US55077,15592,,,MAR,1180288171,22670053,1581098,55077,Marquette (0500000US55077)
0500000US01095,97612,,,MAR,1465531833,148497637,161574,1095,Marshall (0500000US01095)
0500000US17117,44967,,,MAR,2235091604,12250027,424257,17117,Marshall (0500000US17117)
0500000US18099,46095,,,MAR,1148969991,15858580,450372,18099,Marshall (0500000US18099)
0500000US19127,40105,,,MAR,1482776070,1803080,465252,19127,Marshall (0500000US19127)
0500000US20115,11823,,,MAR,2445722726,24432825,485022,20115,Marshall (0500000US20115)
0500000US21151,92701,,,MAR,1132748365,15287938,516919,21151,Marshall (0500000US21151)
0500000US27087,5411,,,MAR,1444868084,64851532,659488,27087,Marshall (0500000US27087)
0500000US28093,33752,,,MAR,1829011199,9173803,695770,28093,Marshall (0500000US28093)
0500000US40089,30814,,,MAR,4793464447,133974862,1101835,40089,Marshall (0500000US40089)
0500000US46087,5682,,,MAR,1487184881,6895715,1265773,46087,Marshall (0500000US46087)
0500000US47113,98823,,,MAR,1443073934,3757608,1639769,47113,Marshall (0500000US47113)
0500000US54049,56205,,,MAR,799667746,7160908,1718173,54049,Marshall (0500000US54049)
0500000US12085,158431,,,MAR,1408493392,542089457,308550,12085,Martin (0500000US12085)
0500000US18101,9812,,,MAR,869615720,12033245,451679,18101,Martin (0500000US18101)
0500000US21153,11637,,,MAR,798866801,1847044,516920,21153,Martin (0500000US21153)
0500000US27089,9040,,,MAR,4597391953,98012348,659489,27089,Martin (0500000US27089)
0500000US37115,21193,,,MAR,1164498325,4840167,1025834,37115,Martin (0500000US37115)
0500000US48311,600,,,MAR,2952066567,43985124,1383947,48311,Martin (0500000US48311)
0500000US51163,22650,,,MAR,1545064660,8810379,1480166,51163,Martinsville (0500000US51163)
0500000US17119,265859,,,MAS,1853175882,63522153,424258,17119,Mason (0500000US17119)
0500000US21155,19581,,,MAS,888485847,9869686,516921,21155,Mason (0500000US21155)
0500000US26105,29052,,,MAS,1281963206,1935616622,1622995,26105,Mason (0500000US26105)
0500000US48313,13455,,,MAS,1207103457,16493254,1383939,48313,Mason (0500000US48313)
0500000US53045,65726,,,MAS,2485218918,236969801,1529221,53045,Mason (0500000US53045)
0500000US54051,30591,,,MAS,791063472,17411505,1717539,54051,Mason (0500000US54051)
0500000US17121,37729,,,MAS,1482865616,9234118,424259,17121,Massac (0500000US17121)
0500000US48315,9725,,,MAT,986530318,102099491,1383940,48315,Matagorda (0500000US48315)
0500000US51165,83757,,,MAT,2200944584,10646757,1488970,51165,Mathews (0500000US51165)
0500000US47115,28837,,,MAU,1290472798,36484703,1639770,47115,Maury (0500000US47115)
0500000US48317,5237,,,MAV,2369724591,1931832,1383941,48317,Maverick (0500000US48317)
0500000US40091,18941,,,MAY,1601354473,242872388,1101836,40091,Mayes (0500000US40091)
0500000US40093,7782,,,MCC,2473438560,7651007,1101831,40093,McClain (0500000US40093)
0500000US30057,8623,,,MCC,9293281838,39849039,1720033,30057,McCone (0500000US30057)
0500000US46089,2411,,,MCC,2943956443,38506560,1265762,46089,McCook (0500000US46089)
0500000US45069,26667,,,MCC,1242867261,14489019,1248011,45069,McCormick (0500000US45069)
0500000US21157,31659,,,MCC,782712537,98325124,516922,21157,McCracken (0500000US21157)
0500000US21159,11287,,,MCC,594708782,2558129,516923,21159,McCreary (0500000US21159)
0500000US48319,3953,,,MCC,2405674102,8755301,1383942,48319,McCulloch (0500000US48319)
0500000US40095,15312,,,MCC,962153982,143719930,1101832,40095,McCurtain (0500000US40095)
0500000US29127,28525,,,MCD,1131623305,19113754,758517,29127,McDonald (0500000US29127)
0500000US17123,11742,,,MCD,1001865309,30343504,424260,17123,McDonough (0500000US17123)
0500000US37117,22031,,,MCD,1182102539,746610,1026328,37117,McDowell (0500000US37117)
0500000US54053,25453,,,MCD,1115683500,36124377,1560254,54053,McDowell (0500000US54053)
0500000US13195,30120,,,MCD,731214552,8448220,1688004,13195,McDuffie (0500000US13195)
0500000US17125,13086,,,MCH,1396914848,62748513,424261,17125,McHenry (0500000US17125)
0500000US38049,5345,,,MCH,4853487955,97323497,1035305,38049,McHenry (0500000US38049)
0500000US13197,7498,,,MCI,947213841,3785944,344107,13197,McIntosh (0500000US13197)
0500000US38051,2530,,,MCI,2524106808,51795568,1034211,38051,McIntosh (0500000US38051)
0500000US40097,39046,,,MCI,1697463782,72896637,1101833,40097,McIntosh (0500000US40097)
0500000US42083,40432,,,MCK,2537395883,13034578,1210235,42083,McKean (0500000US42083)
0500000US38053,14704,,,MCK,7148712746,260119355,1035299,38053,McKenzie (0500000US38053)
0500000US35031,72902,,,MCK,14118189398,12689169,929107,35031,McKinley (0500000US35031)
0500000US17127,14169,,,MCL,614218329,12784614,1784730,17127,McLean (0500000US17127)
0500000US21161,17120,,,MCL,621924469,16276484,516924,21161,McLean (0500000US21161)
0500000US38055,9771,,,MCL,5465546323,563843611,1034232,38055,McLean (0500000US38055)
0500000US48321,36255,,,MCL,2830645444,1345742564,1383943,48321,McLennan (0500000US48321)
0500000US27091,20025,,,MCL,1844928074,44669375,659490,27091,McLeod (0500000US27091)
0500000US47117,34318,,,MCM,972442319,1801922,1639771,47117,McMinn (0500000US47117)
0500000US48323,57887,,,MCM,3313818749,31872415,1383944,48323,McMullen (0500000US48323)
0500000US47119,100974,,,MCN,1588022048,6318294,1639772,47119,McNairy (0500000US47119)
0500000US20117,10038,,,MCP,2331450539,12735557,485023,20117,McPherson (0500000US20117)
0500000US31119,35585,,,MCP,1483084610,7325865,835880,31119,McPherson (0500000US31119)
0500000US46091,4306,,,MCP,2170620943,124689684,1265759,46091,McPherson (0500000US46091)
0500000US20119,4055,,,MEA,2533222397,3258258,485024,20119,Meade (0500000US20119)
0500000US21163,30003,,,MEA,791093710,49111009,516928,21163,Meade (0500000US21163)
0500000US46093,29852,,,MEA,8989677124,30742173,1266991,46093,Meade (0500000US46093)
0500000US30059,1927,,,MEA,6194909925,7475979,1719600,30059,Meagher (0500000US30059)
0500000US37119,1115482,,,MEC,1356133007,58206612,1008570,37119,Mecklenburg (0500000US37119)
0500000US51167,25781,,,MEC,1226421378,7549891,1497573,51167,Mecklenburg (0500000US51167)
0500000US26107,39714,,,MEC,1437843578,41665709,1622996,26107,Mecosta (0500000US26107)
0500000US39103,182470,,,MED,1091571154,4196171,1074064,39103,Medina (0500000US39103)
0500000US48325,50748,,,MED,3432668370,23757602,1383948,48325,Medina (0500000US48325)
0500000US27093,23400,,,MEE,1574629006,94913845,659492,27093,Meeker (0500000US27093)
0500000US39105,22210,,,MEI,1113957873,7519818,1074065,39105,Meigs (0500000US39105)
0500000US47121,12758,,,MEI,505397668,55738399,1639775,47121,Meigs (0500000US47121)
0500000US46095,1918,,,MEL,3385957220,9219640,1267177,46095,Mellette (0500000US46095)
0500000US17129,12297,,,MEN,814269349,2640418,424266,17129,Menard (0500000US17129)
0500000US48327,1962,,,MEN,2336237980,613559,1383949,48327,Menard (0500000US48327)
0500000US06045,91601,,,MEN,9082632466,961740401,277287,6045,Mendocino (0500000US06045)
0500000US21165,6113,,,MEN,527283209,6084693,516929,21165,Menifee (0500000US21165)
0500000US26109,23502,,,MEN,2704053652,761798359,1622997,26109,Menominee (0500000US26109)
0500000US55078,4255,,,MEN,926217566,19022479,1581099,55078,Menominee (0500000US55078)
0500000US06047,281202,,,MER,5019407131,105277636,277288,6047,Merced (0500000US06047)
0500000US17131,15699,,,MER,1453604391,19411909,1784750,17131,Mercer (0500000US17131)
0500000US21167,22641,,,MER,645073065,10991213,516930,21167,Mercer (0500000US21167)
0500000US29129,3538,,,MER,1175427717,3302140,758519,29129,Mercer (0500000US29129)
0500000US34021,387340,,,MER,581395408,11337168,882229,34021,Mercer (0500000US34021)
0500000US38057,8350,,,MER,2700790005,180823535,1034233,38057,Mercer (0500000US38057)
0500000US39107,42528,,,MER,1197732212,28431995,1074066,39107,Mercer (0500000US39107)
0500000US42085,110652,,,MER,1741819732,26010715,1213678,42085,Mercer (0500000US42085)
0500000US54055,59664,,,MER,1085106062,4442450,1557645,54055,Mercer (0500000US54055)
0500000US13199,20613,,,MER,1297342106,10832501,346892,13199,Meriwether (0500000US13199)
0500000US31121,7668,,,MER,1261996225,24655494,835882,31121,Merrick (0500000US31121)
0500000US33013,153808,,,MER,2416197730,57178203,873180,33013,Merrimack (0500000US33013)
0500000US08077,155703,,,MES,8621348071,31991710,198154,8077,Mesa (0500000US08077)
0500000US21169,10286,,,MET,750166111,4012303,516931,21169,Metcalfe (0500000US21169)
0500000US18103,35962,,,MIA,968246953,9184624,450373,18103,Miami (0500000US18103)
0500000US20121,34191,,,MIA,1491519051,37235270,485025,20121,Miami (0500000US20121)
0500000US39109,108774,,,MIA,1052883436,7924128,1074067,39109,Miami (0500000US39109)
0500000US12086,2701767,,,MIA,4920741927,1267570928,295755,12086,Miami-Dade (0500000US12086)
0500000US09007,164245,,,MID,956493753,180679141,212797,9007,Middlesex (0500000US09007)
0500000US25017,1632002,,,MID,2118256715,75315911,606935,25017,Middlesex (0500000US25017)
0500000US34023,863162,,,MID,800946845,35291196,882230,34023,Middlesex (0500000US34023)
0500000US51169,21576,,,MID,1387786258,8105326,1498172,51169,Middlesex (0500000US51169)
0500000US26111,83494,,,MID,1340188403,27503345,1622998,26111,Midland (0500000US26111)
0500000US48329,169983,,,MID,2331915358,4252951,1383950,48329,Midland (0500000US48329)
0500000US42087,46143,,,MIF,1064602254,9507394,1213679,42087,Mifflin (0500000US42087)
0500000US48331,24754,,,MIL,2632349435,11831398,1383951,48331,Milam (0500000US48331)
0500000US49027,12975,,,MIL,17574363572,133311815,1448027,49027,Millard (0500000US49027)
0500000US27095,26459,,,MIL,1482264579,282932408,659493,27095,Mille Lacs (0500000US27095)
0500000US05091,42600,,,MIL,1616257229,36848741,69166,5091,Miller (0500000US05091)
0500000US13201,6000,,,MIL,731471756,3211332,344088,13201,Miller (0500000US13201)
0500000US29131,24722,,,MIL,1534753300,19219023,758520,29131,Miller (0500000US29131)
0500000US19129,14484,,,MIL,1132940500,8316363,465253,19129,Mills (0500000US19129)
0500000US48333,4456,,,MIL,1937892798,4023558,1383952,48333,Mills (0500000US48333)
0500000US55079,939489,,,MIL,625435295,2455388924,1581100,55079,Milwaukee (0500000US55079)
0500000US46097,2298,,,MIN,1476734132,4537900,1265777,46097,Miner (0500000US46097)
0500000US08079,865,,,MIN,2268209076,5222161,198155,8079,Mineral (0500000US08079)
0500000US30061,4535,,,MIN,3158799812,9897218,1720030,30061,Mineral (0500000US30061)
0500000US32023,51591,,,MIN,47090939212,43207981,863599,32023,Mineral (0500000US32023)
0500000US54057,26938,,,MIN,849209714,3466312,1717890,54057,Mineral (0500000US54057)
0500000US54059,23568,,,MIN,1095926646,2177833,1550036,54059,Mingo (0500000US54059)
0500000US16067,21613,,,MIN,1960610979,13927954,394807,16067,Minidoka (0500000US16067)
0500000US46099,197214,,,MIN,2089701444,18188795,1265772,46099,Minnehaha (0500000US46099)
0500000US26113,15052,,,MIS,1462793670,23588781,1622999,26113,Missaukee (0500000US26113)
0500000US05093,40685,,,MIS,2336409933,72224609,69899,5093,Mississippi (0500000US05093)
0500000US29133,12577,,,MIS,1066029407,44515175,758521,29133,Mississippi (0500000US29133)
0500000US30063,117922,,,MIS,6715861997,64585269,1719596,30063,Missoula (0500000US30063)
0500000US13205,21755,,,MIT,1326483085,4314212,343645,13205,Mitchell (0500000US13205)
0500000US19131,10565,,,MIT,1215368212,1118491,465254,19131,Mitchell (0500000US19131)
0500000US20123,5796,,,MIT,1817632931,44979980,485026,20123,Mitchell (0500000US20123)
0500000US37121,14903,,,MIT,573036225,1632150,1008571,37121,Mitchell (0500000US37121)
0500000US48335,8990,,,MIT,2359710926,12489775,1383953,48335,Mitchell (0500000US48335)
0500000US01097,414809,,,MOB,3184064142,1074011171,161575,1097,Mobile (0500000US01097)
0500000US06049,8700,,,MOD,10225877726,660503268,277289,6049,Modoc (0500000US06049)
0500000US08081,13292,,,MOF,12284943821,19803411,198156,8081,Moffat (0500000US08081)
0500000US04015,213267,,,MOH,34530024782,333401646,25445,4015,Mohave (0500000US04015)
0500000US29135,15473,,,MON,1074923592,9948028,758522,29135,Moniteau (0500000US29135)
0500000US34025,643615,,,MON,1212585330,500431205,882910,34025,Monmouth (0500000US34025)
0500000US06051,13195,,,MON,7896624729,214695677,277290,6051,Mono (0500000US06051)
0500000US19133,8751,,,MON,1797639077,12591063,465255,19133,Monona (0500000US19133)
0500000US54061,105822,,,MON,932632921,14991505,1550037,54061,Monongalia (0500000US54061)
0500000US01099,19772,,,MON,2656469672,22609681,161576,1099,Monroe (0500000US01099)
0500000US05095,6799,,,MON,1573336901,35707672,69167,5095,Monroe (0500000US05095)
0500000US12087,82874,,,MON,2546067521,11153842007,295759,12087,Monroe (0500000US12087)
0500000US13207,27957,,,MON,1025872448,5643846,343073,13207,Monroe (0500000US13207)
0500000US17133,34962,,,MON,997924046,33755286,1784865,17133,Monroe (0500000US17133)
0500000US18105,139718,,,MON,1021806945,43510634,451680,18105,Monroe (0500000US18105)
0500000US19135,7577,,,MON,1123296138,1522790,465256,19135,Monroe (0500000US19135)
0500000US21171,11338,,,MON,853220889,6801900,516932,21171,Monroe (0500000US21171)
0500000US26115,154809,,,MON,1422818203,338203448,1623000,26115,Monroe (0500000US26115)
0500000US28095,34180,,,MON,1981578016,18140832,695771,28095,Monroe (0500000US28095)
0500000US29137,8666,,,MON,1677352687,58366943,758523,29137,Monroe (0500000US29137)
0500000US36055,759443,,,MON,1701487467,1838259078,974126,36055,Monroe (0500000US36055)
0500000US39111,13385,,,MON,1180317743,4495411,1074068,39111,Monroe (0500000US39111)
0500000US42089,168327,,,MON,1575634620,22676290,1209184,42089,Monroe (0500000US42089)
0500000US47123,46250,,,MON,1646647004,43545177,1639776,47123,Monroe (0500000US47123)
0500000US54063,12376,,,MON,1224426771,2297599,1557702,54063,Monroe (0500000US54063)
0500000US55081,46274,,,MON,2333329707,18586826,1581101,55081,Monroe (0500000US55081)
0500000US48337,19965,,,MON,2411034611,19087359,1383954,48337,Montague (0500000US48337)
0500000US26117,66614,,,MON,1826793476,39944685,1623001,26117,Montcalm (0500000US26117)
0500000US06053,439035,,,MON,8499623032,1267793988,277291,6053,Monterey (0500000US06053)
0500000US08083,25849,,,MON,5255990018,27208195,198157,8083,Montezuma (0500000US08083)
0500000US01101,228954,,,MON,2034059352,37703221,161577,1101,Montgomery (0500000US01101)
0500000US05097,8484,,,MON,2021363825,52979164,69168,5097,Montgomery (0500000US05097)
0500000US13209,8610,,,MON,624563058,9191488,352276,13209,Montgomery (0500000US13209)
0500000US17135,28288,,,MON,1822740453,15459874,1784866,17135,Montgomery (0500000US17135)
0500000US18107,37936,,,MON,1307030257,2067987,450374,18107,Montgomery (0500000US18107)
0500000US19137,10330,,,MON,1098405771,2410446,465257,19137,Montgomery (0500000US19137)
0500000US20125,31486,,,MON,1666900085,20430012,485027,20125,Montgomery (0500000US20125)
0500000US21173,28114,,,MON,511135381,3853437,516933,21173,Montgomery (0500000US21173)
0500000US24033,967201,,,MON,1250057213,41922695,1714670,24033,Montgomery (0500000US24033)
0500000US28097,9822,,,MON,1054074828,2352156,711757,28097,Montgomery (0500000US28097)
0500000US29139,11322,,,MON,1385765319,14100641,758524,29139,Montgomery (0500000US29139)
0500000US36057,49532,,,MON,1044051406,18614750,974127,36057,Montgomery (0500000US36057)
0500000US37123,25751,,,MON,1273075627,25886753,1008572,37123,Montgomery (0500000US37123)
0500000US39113,537309,,,MON,1194894575,7494897,1074069,39113,Montgomery (0500000US39113)
0500000US42091,856553,,,MON,1250888984,10983029,1213680,42091,Montgomery (0500000US42091)
