city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Sarapul,56.4667,53.8000,Russia,RU,Udmurtiya,,97910,97910
Serov,59.6000,60.5667,Russia,RU,Sverdlovskaya Oblast’,,97762,97762
Votkinsk,57.0500,54.0000,Russia,RU,Udmurtiya,,97550,97550
Ukhta,63.5667,53.7000,Russia,RU,Komi,,97087,97087
Mezhdurechensk,53.6864,88.0703,Russia,RU,Kemerovskaya Oblast’,,96299,96299
Leninsk-Kuznetskiy,54.6500,86.1667,Russia,RU,Kemerovskaya Oblast’,,96139,96139
Sarov,54.9333,43.3167,Russia,RU,Nizhegorodskaya Oblast’,,95388,95388
Solikamsk,59.6333,56.7667,Russia,RU,Permskiy Kray,,94628,94628
Gatchina,59.5667,30.1333,Russia,RU,Leningradskaya Oblast’,,94447,94447
Mikhaylovsk,45.1283,42.0256,Russia,RU,Stavropol’skiy Kray,,93658,93658
Voskresensk,55.3167,38.6833,Russia,RU,Moskovskaya Oblast’,,93565,93565
Michurinsk,52.8922,40.4928,Russia,RU,Tambovskaya Oblast’,,93330,93330
Glazov,58.1333,52.6500,Russia,RU,Udmurtiya,,93056,93056
Magadan,59.5667,150.8000,Russia,RU,Magadanskaya Oblast’,admin,92782,92782
Velikiye Luki,56.3500,30.5167,Russia,RU,Pskovskaya Oblast’,,91435,91435
Kiselëvsk,53.9833,86.7000,Russia,RU,Kemerovskaya Oblast’,,89867,89867
Kansk,56.2000,95.7000,Russia,RU,Krasnoyarskiy Kray,,89508,89508
Kamensk-Shakhtinskiy,48.3167,40.2667,Russia,RU,Rostovskaya Oblast’,minor,88997,88997
Lobnya,56.0167,37.4833,Russia,RU,Moskovskaya Oblast’,,88220,88220
Gubkin,51.2833,37.5500,Russia,RU,Belgorodskaya Oblast’,,86780,86780
Novotroitsk,51.2009,58.2983,Russia,RU,Orenburgskaya Oblast’,,86474,86474
Buzuluk,52.7667,52.2667,Russia,RU,Orenburgskaya Oblast’,,86316,86316
Shchëkino,54.0143,37.5143,Russia,RU,Tul’skaya Oblast’,,86088,60700
Bugulma,54.5333,52.7833,Russia,RU,Tatarstan,,86085,86085
Yeysk,46.7106,38.2778,Russia,RU,Krasnodarskiy Kray,minor,85760,85760
Dmitrov,56.3500,37.5333,Russia,RU,Moskovskaya Oblast’,,84408,84408
Kineshma,57.4500,42.1500,Russia,RU,Ivanovskaya Oblast’,,83871,83871
Zheleznogorsk,56.2500,93.5333,Russia,RU,Krasnoyarskiy Kray,,83857,83857
Chaykovskiy,56.7667,54.1167,Russia,RU,Permskiy Kray,,83077,83077
Kuznetsk,53.1167,46.6000,Russia,RU,Penzenskaya Oblast’,,82276,82276
Ust’-Ilimsk,58.0000,102.6667,Russia,RU,Irkutskaya Oblast’,,81976,81976
Yurga,55.7333,84.9000,Russia,RU,Kemerovskaya Oblast’,,81759,81759
Anapa,44.8944,37.3167,Russia,RU,Krasnodarskiy Kray,minor,81447,81447
Novouralsk,57.2500,60.0833,Russia,RU,Sverdlovskaya Oblast’,,81202,81202
Azov,47.1000,39.4167,Russia,RU,Rostovskaya Oblast’,minor,80721,80721
Klin,56.3339,36.7125,Russia,RU,Moskovskaya Oblast’,,79387,79387
Ivanteyevka,55.9700,37.9200,Russia,RU,Moskovskaya Oblast’,,79346,79346
Ozërsk,55.7556,60.7028,Russia,RU,Chelyabinskaya Oblast’,,79265,79265
Vyborg,60.7092,28.7442,Russia,RU,Leningradskaya Oblast’,,78457,78457
Kropotkin,45.4333,40.5667,Russia,RU,Krasnodarskiy Kray,,78149,78149
Bor,56.3603,44.0592,Russia,RU,Nizhegorodskaya Oblast’,,78063,78063
Usol’ye-Sibirskoye,52.7500,103.6500,Russia,RU,Irkutskaya Oblast’,,77407,77407
Gelendzhik,44.5608,38.0767,Russia,RU,Krasnodarskiy Kray,,77212,77212
Balashov,51.5500,43.1667,Russia,RU,Saratovskaya Oblast’,,76776,76776
Anzhero-Sudzhensk,56.0833,86.0333,Russia,RU,Kemerovskaya Oblast’,,76217,76217
Chernogorsk,53.8167,91.2833,Russia,RU,Khakasiya,,75419,75419
Shadrinsk,56.0833,63.6333,Russia,RU,Kurganskaya Oblast’,,75348,75348
Dubna,56.7500,37.1500,Russia,RU,Moskovskaya Oblast’,,75144,75144
Mineral’nyye Vody,44.2008,43.1125,Russia,RU,Stavropol’skiy Kray,,74141,74141
Yelabuga,55.7667,52.0333,Russia,RU,Tatarstan,,74031,74031
Troitsk,54.0833,61.5667,Russia,RU,Chelyabinskaya Oblast’,,73911,73911
Yegoryevsk,55.3667,39.0167,Russia,RU,Moskovskaya Oblast’,,73766,73766
Birobidzhan,48.7833,132.9333,Russia,RU,Yevreyskaya Avtonomnaya Oblast’,admin,73623,73623
Novoaltaysk,53.4000,83.9333,Russia,RU,Altayskiy Kray,,73439,73439
Vsevolozhsk,60.0160,30.6663,Russia,RU,Leningradskaya Oblast’,,72864,72864
Chapayevsk,52.9833,49.7167,Russia,RU,Samarskaya Oblast’,,72778,72778
Belovo,54.4167,86.3000,Russia,RU,Kemerovskaya Oblast’,,72519,72519
Kirovo-Chepetsk,58.5500,50.0167,Russia,RU,Kirovskaya Oblast’,,72071,72071
Verkhnyaya Pyshma,56.9667,60.5833,Russia,RU,Sverdlovskaya Oblast’,,71241,71241
Chekhov,55.1481,37.4769,Russia,RU,Moskovskaya Oblast’,,70548,70548
Tuymazy,54.6000,53.7000,Russia,RU,Bashkortostan,,68256,68256
Sosnovyy Bor,59.9000,29.1000,Russia,RU,Leningradskaya Oblast’,,68013,68013
Minusinsk,53.7000,91.6833,Russia,RU,Krasnoyarskiy Kray,,68007,68007
Kstovo,56.1517,44.1956,Russia,RU,Nizhegorodskaya Oblast’,,67874,67874
Oktyabrskiy,52.6636,156.2387,Russia,RU,Kamchatskiy Kray,,67386,67386
Georgiyevsk,44.1500,43.4667,Russia,RU,Stavropol’skiy Kray,,67054,67054
Stupino,54.8869,38.0772,Russia,RU,Moskovskaya Oblast’,,66341,66341
Slavyansk-na-Kubani,45.2586,38.1247,Russia,RU,Krasnodarskiy Kray,minor,66285,66285
Belogorsk,50.9167,128.4833,Russia,RU,Amurskaya Oblast’,,66183,66183
Vidnoye,55.5500,37.7000,Russia,RU,Moskovskaya Oblast’,,66158,66158
Beloretsk,53.9667,58.4000,Russia,RU,Bashkortostan,,65477,65477
Pavlovskiy Posad,55.7833,38.6500,Russia,RU,Moskovskaya Oblast’,,65432,65432
Ishimbay,53.4500,56.0333,Russia,RU,Bashkortostan,,65422,65422
Kungur,57.4333,56.9333,Russia,RU,Permskiy Kray,minor,65284,65284
Zarechnyy,53.2000,45.1667,Russia,RU,Penzenskaya Oblast’,,65156,65156
Ishim,56.1167,69.5000,Russia,RU,Tyumenskaya Oblast’,,65142,65142
Buynaksk,42.8167,47.1167,Russia,RU,Dagestan,minor,65080,65080
Gukovo,48.0500,39.9333,Russia,RU,Rostovskaya Oblast’,,64869,64869
Asbest,57.0000,61.4667,Russia,RU,Sverdlovskaya Oblast’,,64091,64091
Donskoy,53.9667,38.3167,Russia,RU,Tul’skaya Oblast’,,63631,63631
Gorno-Altaysk,51.9600,85.9600,Russia,RU,Altay,admin,63214,63214
Volsk,52.0500,47.3833,Russia,RU,Saratovskaya Oblast’,,63212,63212
Novaya Balakhna,56.4943,43.5944,Russia,RU,Nizhegorodskaya Oblast’,,63083,61891
Klintsy,52.7528,32.2361,Russia,RU,Bryanskaya Oblast’,,62936,62936
Rossosh,50.1983,39.5672,Russia,RU,Voronezhskaya Oblast’,minor,62827,62827
Revda,56.8000,59.9167,Russia,RU,Sverdlovskaya Oblast’,,62687,62687
Borisoglebsk,51.3667,42.0833,Russia,RU,Voronezhskaya Oblast’,,62669,62669
Leninogorsk,54.5989,52.4423,Russia,RU,Tatarstan,,62531,62531
Budënnovsk,44.7833,44.1500,Russia,RU,Stavropol’skiy Kray,,62495,62495
Tuapse,44.1000,39.0833,Russia,RU,Krasnodarskiy Kray,minor,62269,62269
Zelenogorsk,56.1000,94.5833,Russia,RU,Krasnoyarskiy Kray,,62245,62245
Chistopol,55.3648,50.6407,Russia,RU,Tatarstan,,62200,42265
Naro-Fominsk,55.3833,36.7333,Russia,RU,Moskovskaya Oblast’,,62002,62002
Polevskoy,56.4500,60.1833,Russia,RU,Sverdlovskaya Oblast’,,61853,61853
Kotlas,61.2500,46.6500,Russia,RU,Arkhangel’skaya Oblast’,,61805,61805
Lysva,58.1004,57.8043,Russia,RU,Permskiy Kray,,61752,61752
Sibay,52.7000,58.6500,Russia,RU,Bashkortostan,,61266,61266
Fryazino,55.9500,38.0500,Russia,RU,Moskovskaya Oblast’,,60437,60437
Sayanogorsk,53.1000,91.4000,Russia,RU,Khakasiya,,60317,60317
Belebey,54.1000,54.1333,Russia,RU,Bashkortostan,,60188,60188
Kumertau,52.7667,55.7833,Russia,RU,Bashkortostan,,60164,60164
Labinsk,44.6333,40.7333,Russia,RU,Krasnodarskiy Kray,minor,60164,60164
Urus-Martan,43.1224,45.5366,Russia,RU,Chechnya,minor,59954,59954
Lesosibirsk,58.2333,92.4833,Russia,RU,Krasnoyarskiy Kray,,59525,59525
Rzhev,56.2656,34.3276,Russia,RU,Tverskaya Oblast’,,59422,59422
Aleksandrov,56.3936,38.7150,Russia,RU,Vladimirskaya Oblast’,,59328,59328
Izberbash,42.5667,47.8667,Russia,RU,Dagestan,,58690,58690
Lytkarino,55.5833,37.8833,Russia,RU,Moskovskaya Oblast’,,58606,58606
Nyagan,62.1333,65.3833,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,58335,58335
Tikhvin,59.6333,33.5000,Russia,RU,Leningradskaya Oblast’,,58136,58136
Shuya,56.8500,41.3667,Russia,RU,Ivanovskaya Oblast’,,58114,58114
Meleuz,52.9647,55.9328,Russia,RU,Bashkortostan,,58004,58004
Aleksin,54.5000,37.0667,Russia,RU,Tul’skaya Oblast’,,57892,57892
Berëzovskiy,56.9000,60.8000,Russia,RU,Sverdlovskaya Oblast’,,57892,57892
Prokhladnyy,43.7575,44.0297,Russia,RU,Kabardino-Balkariya,minor,57883,57883
Mikhaylovka,50.0667,43.2333,Russia,RU,Volgogradskaya Oblast’,,57829,57829
Tikhoretsk,45.8500,40.1167,Russia,RU,Krasnodarskiy Kray,minor,57771,57771
Pavlovo,55.9619,43.0900,Russia,RU,Nizhegorodskaya Oblast’,,57630,57630
Salsk,46.4833,41.5333,Russia,RU,Rostovskaya Oblast’,minor,57622,57622
Krasnotur’insk,59.7733,60.1853,Russia,RU,Sverdlovskaya Oblast’,,57514,57514
Krymsk,44.9333,38.0000,Russia,RU,Krasnodarskiy Kray,minor,57229,57229
Neryungri,56.6583,124.7250,Russia,RU,Sakha (Yakutiya),,57009,57009
Iskitim,54.6333,83.3000,Russia,RU,Novosibirskaya Oblast’,,56602,56602
Klimovsk,55.3667,37.5333,Russia,RU,Moskovskaya Oblast’,,56239,56239
Shali,43.1500,45.9000,Russia,RU,Chechnya,minor,56226,56226
Vorkuta,67.5000,64.0333,Russia,RU,Komi,,56088,56088
Apatity,67.5675,33.3933,Russia,RU,Murmanskaya Oblast’,,55713,55713
Dzerzhinskiy,55.6333,37.8500,Russia,RU,Moskovskaya Oblast’,,55669,55669
Gus’-Khrustal’nyy,55.6167,40.6500,Russia,RU,Vladimirskaya Oblast’,,54533,54533
Volzhsk,55.8667,48.3500,Russia,RU,Mariy-El,,54519,54519
Sertolovo,60.1417,30.2119,Russia,RU,Leningradskaya Oblast’,,54497,54497
Liski,50.9822,39.4994,Russia,RU,Voronezhskaya Oblast’,,53897,53897
Svobodnyy,51.3833,128.1333,Russia,RU,Amurskaya Oblast’,,53678,53678
Krasnokamsk,58.0833,55.7500,Russia,RU,Permskiy Kray,,53631,53631
Zhigulevsk,53.4000,49.5000,Russia,RU,Samarskaya Oblast’,,53407,53407
Vyksa,55.3194,42.1731,Russia,RU,Nizhegorodskaya Oblast’,,53219,53219
Gudermes,43.3500,46.1000,Russia,RU,Chechnya,minor,52908,52908
Krasnokamensk,50.1000,118.0333,Russia,RU,Zabaykal’skiy Kray,,52811,52811
Vyazma,55.2103,34.2850,Russia,RU,Smolenskaya Oblast’,,52506,52506
