city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Rainbach im Mühlkreis,48.5611,14.4778,Austria,AT,Oberösterreich,,2959,2959
Oberndorf an der Melk,48.0639,15.2186,Austria,AT,Niederösterreich,,2957,2957
Sankt Georgen bei Salzburg,47.9833,12.8833,Austria,AT,Salzburg,,2954,2954
Pöttsching,47.8067,16.3694,Austria,AT,Burgenland,,2950,2950
Sankt Peter am Ottersbach,46.7978,15.7592,Austria,AT,Steiermark,,2950,2950
Atzenbrugg,48.2911,15.9061,Austria,AT,Niederösterreich,,2948,2948
Lavamünd,46.6417,14.9417,Austria,AT,Kärnten,,2941,2941
Kaindorf,47.2264,15.9114,Austria,AT,Steiermark,,2935,2935
Kematen in Tirol,47.2542,11.2722,Austria,AT,Tirol,,2931,2931
Neuhofen an der Ybbs,48.0567,14.8553,Austria,AT,Niederösterreich,,2930,2930
Stattegg,47.1372,15.4200,Austria,AT,Steiermark,,2927,2927
Gampern,47.9892,13.5506,Austria,AT,Oberösterreich,,2927,2927
Altlengbach,48.1500,15.9167,Austria,AT,Niederösterreich,,2927,2927
Grein,48.2281,14.8506,Austria,AT,Oberösterreich,,2926,2926
Taufkirchen an der Pram,48.4104,13.5381,Austria,AT,Oberösterreich,,2925,2925
Prambachkirchen,48.3167,13.9000,Austria,AT,Oberösterreich,,2919,2919
Uttendorf,47.2667,12.5667,Austria,AT,Salzburg,,2913,2913
Pottenstein,47.9586,16.0958,Austria,AT,Niederösterreich,,2909,2909
Sankt Oswald bei Freistadt,48.5000,14.5833,Austria,AT,Oberösterreich,,2901,2901
Purbach am Neusiedlersee,47.9147,16.6933,Austria,AT,Burgenland,,2901,2901
Freidorf an der Lassnitz,46.8261,15.2556,Austria,AT,Steiermark,,2894,2894
Kirchschlag in der Buckligen Welt,47.5033,16.2963,Austria,AT,Niederösterreich,,2889,2889
Sankt Georgen am Ybbsfelde,48.1294,14.9536,Austria,AT,Niederösterreich,,2886,2886
Trautmannsdorf an der Leitha,48.0167,16.6167,Austria,AT,Niederösterreich,,2886,2886
Grafenstein,46.6150,14.4672,Austria,AT,Kärnten,,2884,2884
Waldhausen im Strudengau,48.2775,14.9500,Austria,AT,Oberösterreich,,2870,2870
Pichl bei Wels,48.1853,13.9000,Austria,AT,Oberösterreich,,2863,2863
Frauenkirchen,47.8411,16.9194,Austria,AT,Burgenland,,2862,2862
Schlierbach,47.9336,14.1275,Austria,AT,Oberösterreich,,2858,2858
Sulz im Wienerwald,48.1000,16.1333,Austria,AT,Niederösterreich,,2858,2858
Maria Lankowitz,47.0639,15.0631,Austria,AT,Steiermark,,2858,2858
Esternberg,48.5500,13.5667,Austria,AT,Oberösterreich,,2855,2855
Stainach,47.5333,14.1000,Austria,AT,Steiermark,,2850,2850
Leopoldsdorf im Marchfelde,48.2242,16.6897,Austria,AT,Niederösterreich,,2848,2848
Ulrichsberg,48.6756,13.9122,Austria,AT,Oberösterreich,,2843,2843
Lilienfeld,48.0167,15.6000,Austria,AT,Niederösterreich,minor,2833,2833
Laxenburg,48.0667,16.3500,Austria,AT,Niederösterreich,,2828,2828
Ellmau,47.5139,12.3036,Austria,AT,Tirol,,2828,2828
Lassnitzhöhe,47.0767,15.5822,Austria,AT,Steiermark,,2817,2817
Flachau,47.3428,13.3922,Austria,AT,Salzburg,,2813,2813
Gleinstätten,46.7536,15.3697,Austria,AT,Steiermark,,2792,2792
Kematen an der Krems,48.1114,14.1922,Austria,AT,Oberösterreich,,2790,2790
Heiligenkreuz am Waasen,46.9564,15.5850,Austria,AT,Steiermark,,2787,2787
Tullnerbach-Lawies,48.2000,16.1000,Austria,AT,Niederösterreich,,2782,2782
Groß-Siegharts,48.7833,15.4000,Austria,AT,Niederösterreich,,2775,2775
Gallspach,48.2067,13.8144,Austria,AT,Oberösterreich,,2772,2772
Sankt Wolfgang im Salzkammergut,47.7383,13.4481,Austria,AT,Oberösterreich,,2770,2770
Lassee,48.2256,16.8231,Austria,AT,Niederösterreich,,2765,2765
Pörtschach am Wörthersee,46.6356,14.1425,Austria,AT,Kärnten,,2751,2751
Gschwandt,47.9350,13.8456,Austria,AT,Niederösterreich,,2750,2750
Sankt Margarethen bei Knittelfeld,47.2267,14.8589,Austria,AT,Steiermark,,2750,2750
Irdning,47.5000,14.1000,Austria,AT,Steiermark,,2749,2749
Lasberg,48.4722,14.5417,Austria,AT,Oberösterreich,,2748,2748
Taxenbach,47.2917,12.9642,Austria,AT,Salzburg,,2747,2747
Tarrenz,47.2639,10.7625,Austria,AT,Tirol,,2744,2744
Ried im Traunkreis,48.0254,14.0734,Austria,AT,Oberösterreich,,2739,2739
Hohenau an der March,48.6056,16.9056,Austria,AT,Niederösterreich,,2738,2738
Hagenberg im Mühlkreis,48.3639,14.5194,Austria,AT,Oberösterreich,,2737,2737
Niederndorf,47.6500,12.2156,Austria,AT,Tirol,,2736,2736
Lichtenwörth,47.8320,16.2957,Austria,AT,Niederösterreich,,2727,2727
Gutau,48.4167,14.6000,Austria,AT,Oberösterreich,,2724,2724
Reith im Alpbachtal,47.4167,11.8783,Austria,AT,Tirol,,2722,2722
Aigen im Ennstal,47.5204,14.1432,Austria,AT,Steiermark,,2722,2722
Landl,47.6508,14.7369,Austria,AT,Steiermark,,2720,2720
Brückl,46.7531,14.5358,Austria,AT,Kärnten,,2717,2717
Sankt Marein im Mürztal,47.4744,15.3711,Austria,AT,Steiermark,,2713,2713
Blindenmarkt,48.1286,14.9892,Austria,AT,Niederösterreich,,2712,2712
Rohrbach bei Mattersburg,47.7097,16.4272,Austria,AT,Burgenland,,2707,2707
Satteins,47.2250,9.6719,Austria,AT,Vorarlberg,,2703,2703
Grossraming,47.8878,14.5503,Austria,AT,Oberösterreich,,2702,2702
Pitten,47.7161,16.1864,Austria,AT,Niederösterreich,,2697,2697
Niedernsill,47.2833,12.6500,Austria,AT,Salzburg,,2694,2694
Weitra,48.7008,14.8956,Austria,AT,Niederösterreich,,2693,2693
Wiesen,47.7394,16.3400,Austria,AT,Burgenland,,2691,2691
Mitterndorf an der Fischa,47.9973,16.4708,Austria,AT,Niederösterreich,,2685,2685
Aldrans,47.2500,11.4333,Austria,AT,Tirol,,2684,2684
Puchberg am Schneeberg,47.7833,15.9000,Austria,AT,Niederösterreich,,2683,2683
Vitis,48.7589,15.1817,Austria,AT,Niederösterreich,,2678,2678
Sattledt,48.0733,14.0575,Austria,AT,Oberösterreich,,2668,2668
Burgkirchen,48.2044,13.1014,Austria,AT,Oberösterreich,,2661,2661
Stegersbach,47.1597,16.1664,Austria,AT,Burgenland,,2658,2658
Vorderweissenbach,48.5528,14.2200,Austria,AT,Oberösterreich,,2653,2653
Schiefling am See,46.6017,14.0978,Austria,AT,Kärnten,,2651,2651
Raabs an der Thaya,48.8481,15.4931,Austria,AT,Niederösterreich,,2651,2651
Nestelbach bei Graz,47.0622,15.6083,Austria,AT,Steiermark,,2648,2648
Euratsfeld,48.0828,14.9325,Austria,AT,Niederösterreich,,2639,2639
Brixen im Thale,47.4500,12.2500,Austria,AT,Tirol,,2639,2639
Lichtenhag,48.3600,14.2581,Austria,AT,Oberösterreich,,2637,2637
Sankt Margarethen im Burgenland,47.8031,16.6064,Austria,AT,Burgenland,,2636,2636
Rohrbach an der Lafnitz,47.3906,15.9956,Austria,AT,Steiermark,,2634,2634
Köstendorf,47.9572,13.1972,Austria,AT,Salzburg,,2631,2631
Eberstallzell,48.0447,13.9819,Austria,AT,Oberösterreich,,2627,2627
Alland,48.0583,16.0806,Austria,AT,Niederösterreich,,2622,2622
Kappl,47.0631,10.3756,Austria,AT,Tirol,,2617,2617
Grossgmain,47.7250,12.9086,Austria,AT,Salzburg,,2615,2615
Stinkenbrunn,47.8367,16.4133,Austria,AT,Burgenland,,2614,2614
Pfunds,46.9667,10.5500,Austria,AT,Tirol,,2602,2602
Friedberg,47.4414,16.0581,Austria,AT,Steiermark,,2601,2601
Kirchbach,46.6411,13.1833,Austria,AT,Kärnten,,2599,2599
Paudorf,48.3500,15.6167,Austria,AT,Niederösterreich,,2598,2598
Ehrwald,47.3997,10.9167,Austria,AT,Tirol,,2593,2593
Sankt Pantaleon,48.1992,14.5714,Austria,AT,Niederösterreich,,2587,2587
Hirtenberg,47.9317,16.1756,Austria,AT,Niederösterreich,,2586,2586
Maria Rain,46.5553,14.2958,Austria,AT,Kärnten,,2584,2584
Münzkirchen,48.4833,13.5667,Austria,AT,Oberösterreich,,2572,2572
Reichenau,47.7000,15.8333,Austria,AT,Niederösterreich,,2571,2571
Pirching am Traubenberg,46.9562,15.5966,Austria,AT,Steiermark,,2567,2567
Mauerkirchen,48.1908,13.1353,Austria,AT,Oberösterreich,,2566,2566
Alpbach,47.3986,11.9439,Austria,AT,Tirol,,2561,2561
Silz,47.2653,10.9306,Austria,AT,Tirol,,2560,2560
Neukirchen an der Vöckla,48.0411,13.5383,Austria,AT,Oberösterreich,,2559,2559
Pischelsdorf in Steiermark,47.1786,15.8072,Austria,AT,Steiermark,,2556,2556
Kaindorf an der Sulm,46.8000,15.5333,Austria,AT,Steiermark,,2552,2552
Rohrbach,48.5733,13.9917,Austria,AT,Oberösterreich,minor,2552,2552
Gmünd,46.9067,13.5350,Austria,AT,Kärnten,,2550,2550
Kilb,48.1000,15.4056,Austria,AT,Niederösterreich,,2543,2543
Kritzendorf,48.3275,16.3017,Austria,AT,Niederösterreich,,2541,2541
Haslach an der Mühl,48.5786,14.0353,Austria,AT,Oberösterreich,,2536,2536
Langenstein,48.2586,14.4642,Austria,AT,Oberösterreich,,2534,2534
Bad Wimsbach-Neydharting,48.0639,13.9019,Austria,AT,Oberösterreich,,2533,2533
Goldegg,47.3167,13.0833,Austria,AT,Salzburg,,2533,2533
Sulz,47.2883,9.6533,Austria,AT,Vorarlberg,,2527,2527
Berg bei Rohrbach,48.5747,14.0019,Austria,AT,Oberösterreich,,2523,2523
Neukirchen am Großvenediger,47.2500,12.2667,Austria,AT,Salzburg,,2517,2517
Niklasdorf,47.3950,15.1569,Austria,AT,Steiermark,,2515,2515
Schwoich,47.5500,12.1333,Austria,AT,Tirol,,2515,2515
Herzogsdorf,48.4311,14.1136,Austria,AT,Oberösterreich,,2506,2506
Feistritz im Rosental,46.5225,14.1717,Austria,AT,Kärnten,,2506,2506
Kirchberg am Wechsel,47.6086,15.9925,Austria,AT,Niederösterreich,,2505,2505
Kallham,48.2839,13.7147,Austria,AT,Oberösterreich,,2498,2498
Radfeld,47.4461,11.9114,Austria,AT,Tirol,,2495,2495
Neuberg an der Mürz,47.6669,15.5750,Austria,AT,Steiermark,,2494,2494
Sankt Lorenz,47.8233,13.3567,Austria,AT,Oberösterreich,,2493,2493
Pernitz,47.9000,15.9667,Austria,AT,Niederösterreich,,2473,2473
Krottendorf bei Ligist,47.0092,15.2158,Austria,AT,Steiermark,,2463,2463
Keutschach am See,46.5931,14.1878,Austria,AT,Kärnten,,2450,2450
Sankt Peter,48.2542,13.0944,Austria,AT,Oberösterreich,,2447,2447
Eben im Pongau,47.4000,13.4000,Austria,AT,Salzburg,,2446,2446
Pöggstall,48.3167,15.2017,Austria,AT,Niederösterreich,,2435,2435
Zellerndorf,48.7000,15.9500,Austria,AT,Niederösterreich,,2432,2432
Oberschützen,47.3497,16.2083,Austria,AT,Burgenland,,2429,2429
Raaba,47.0278,15.4967,Austria,AT,Steiermark,,2427,2427
Weiden am See,47.9167,16.8667,Austria,AT,Burgenland,,2426,2426
Feistritz,47.1931,15.8283,Austria,AT,Steiermark,,2417,2417
Sankt Anton am Arlberg,47.1167,10.2667,Austria,AT,Tirol,,2417,2417
Neuhofen im Innkreis,48.1833,13.4667,Austria,AT,Oberösterreich,,2408,2408
Schardenberg,48.5203,13.4975,Austria,AT,Oberösterreich,,2407,2407
Taiskirchen im Innkreis,48.2636,13.5736,Austria,AT,Oberösterreich,,2407,2407
Königstetten,48.2833,16.1167,Austria,AT,Niederösterreich,,2406,2406
Schlins,47.2061,9.6997,Austria,AT,Vorarlberg,,2404,2404
Oetz,47.2000,10.9000,Austria,AT,Tirol,,2402,2402
Fraham,48.2833,14.0314,Austria,AT,Oberösterreich,,2395,2395
Windischgarsten,47.7211,14.3308,Austria,AT,Oberösterreich,,2392,2392
Pöndorf,47.9972,13.3669,Austria,AT,Oberösterreich,,2386,2386
Wullersdorf,48.6276,16.1012,Austria,AT,Niederösterreich,,2385,2385
Illmitz,47.7631,16.8003,Austria,AT,Burgenland,,2385,2385
Sankt Peter-Freienstein,47.3989,15.0317,Austria,AT,Steiermark,,2383,2383
Nußdorf am Haunsberg,47.9500,13.0000,Austria,AT,Salzburg,,2383,2383
Mitterdorf im Mürztal,47.5356,15.5117,Austria,AT,Steiermark,,2380,2380
Leutasch,47.3667,11.1500,Austria,AT,Tirol,,2380,2380
Schattendorf,47.7108,16.5106,Austria,AT,Burgenland,,2379,2379
Mariapfarr,47.1500,13.7333,Austria,AT,Salzburg,,2375,2375
Steinerkirchen an der Traun,48.0786,13.9583,Austria,AT,Oberösterreich,,2371,2371
Bludesch,47.1996,9.7471,Austria,AT,Vorarlberg,,2370,2370
Langenrohr,48.3000,16.0000,Austria,AT,Niederösterreich,,2369,2369
Pöls,47.2194,14.5839,Austria,AT,Steiermark,,2367,2367
Werndorf,46.9211,15.4811,Austria,AT,Steiermark,,2365,2365
Eggelsberg,48.0778,12.9928,Austria,AT,Oberösterreich,,2365,2365
Mehrnbach,48.2089,13.4364,Austria,AT,Oberösterreich,,2363,2363
Pernegg an der Mur,47.3667,15.3500,Austria,AT,Steiermark,,2356,2356
Mettmach,48.1736,13.3450,Austria,AT,Oberösterreich,,2355,2355
Bartholomäberg,47.0919,9.9083,Austria,AT,Vorarlberg,,2352,2352
Dölsach,46.8278,12.8403,Austria,AT,Tirol,,2338,2338
Sankt Marienkirchen an der Polsenz,48.2639,13.9306,Austria,AT,Oberösterreich,,2337,2337
Gießhübl,48.0972,16.2367,Austria,AT,Niederösterreich,,2335,2335
Sankt Anna am Aigen,46.8359,15.9755,Austria,AT,Steiermark,,2334,2334
Fels am Wagram,48.4386,15.8175,Austria,AT,Niederösterreich,,2318,2318
Krumbach Markt,47.5242,16.1919,Austria,AT,Niederösterreich,,2316,2316
Ruprechtshofen,48.1361,15.2778,Austria,AT,Niederösterreich,,2315,2315
Rietz,47.2847,11.0306,Austria,AT,Tirol,,2313,2313
Bad Eisenkappel,46.4864,14.5961,Austria,AT,Kärnten,,2306,2306
Natternbach,48.3975,13.7500,Austria,AT,Oberösterreich,,2305,2305
Hellmonsödt,48.4325,14.3003,Austria,AT,Oberösterreich,,2303,2303
Ladendorf,48.5333,16.4833,Austria,AT,Niederösterreich,,2298,2298
Thörl,47.5169,15.2192,Austria,AT,Steiermark,,2295,2295
Großklein,46.7364,15.4428,Austria,AT,Steiermark,,2292,2292
Himmelberg,46.7484,14.0371,Austria,AT,Kärnten,,2287,2287
Nussbach,47.9725,14.1647,Austria,AT,Oberösterreich,,2286,2286
Andau,47.7764,17.0300,Austria,AT,Burgenland,,2285,2285
Sarleinsbach,48.5472,13.9053,Austria,AT,Oberösterreich,,2284,2284
Bleiberg ob Villach,46.6242,13.6878,Austria,AT,Kärnten,,2283,2283
Steinakirchen am Forst,48.0667,15.0472,Austria,AT,Niederösterreich,,2274,2274
Raab,48.3500,13.6500,Austria,AT,Oberösterreich,,2270,2270
Biberbach,48.0167,14.6833,Austria,AT,Niederösterreich,,2270,2270
Dürnkrut,48.4711,16.8525,Austria,AT,Niederösterreich,,2267,2267
Aschach an der Steyr,48.0136,14.3336,Austria,AT,Oberösterreich,,2266,2266
Mörbisch am See,47.7533,16.6675,Austria,AT,Burgenland,,2261,2261
Litschau,48.9433,15.0456,Austria,AT,Niederösterreich,,2259,2259
Sankt Nikolai im Sausal,46.8211,15.4492,Austria,AT,Steiermark,,2257,2257
Sistrans,47.2381,11.4467,Austria,AT,Tirol,,2255,2255
Hofstätten an der Raab,47.0753,15.7469,Austria,AT,Steiermark,,2253,2253
Scharten,48.2528,14.0361,Austria,AT,Oberösterreich,,2252,2252
Zurndorf,47.9831,17.0031,Austria,AT,Burgenland,,2247,2247
Hohenzell,48.1942,13.5444,Austria,AT,Oberösterreich,,2246,2246
Sankt Gallenkirch,47.0167,9.9667,Austria,AT,Vorarlberg,,2246,2246
Meiningen,47.3000,9.5833,Austria,AT,Vorarlberg,,2245,2245
Pfarrkirchen bei Bad Hall,48.0303,14.1994,Austria,AT,Oberösterreich,,2244,2244
Waldneukirchen,47.9969,14.2614,Austria,AT,Oberösterreich,,2242,2242
Spital am Pyhrn,47.6653,14.3408,Austria,AT,Oberösterreich,,2238,2238
Großebersdorf,48.3622,16.4692,Austria,AT,Niederösterreich,,2236,2236
Lohnsburg,48.1450,13.4064,Austria,AT,Oberösterreich,,2234,2234
Ernsthofen,48.1278,14.4825,Austria,AT,Niederösterreich,,2230,2230
Hagenbrunn,48.3331,16.4056,Austria,AT,Niederösterreich,,2227,2227
Thüringen,47.2000,9.7667,Austria,AT,Vorarlberg,,2222,2222
Spillern,48.3778,16.2578,Austria,AT,Niederösterreich,,2222,2222
Altenfelden,48.4861,13.9689,Austria,AT,Oberösterreich,,2219,2219
Weistrach,48.0539,14.5839,Austria,AT,Niederösterreich,,2216,2216
Neukirchen an der Enknach,48.1778,13.0472,Austria,AT,Oberösterreich,,2212,2212
Mooskirchen,46.9842,15.2822,Austria,AT,Steiermark,,2207,2207
Asperhofen,48.2500,15.9167,Austria,AT,Niederösterreich,,2206,2206
Sankt Martin am Techelsberg,46.6586,14.1019,Austria,AT,Kärnten,,2203,2203
Mutters,47.2333,11.3667,Austria,AT,Tirol,,2202,2202
Aschach an der Donau,48.3667,14.0167,Austria,AT,Oberösterreich,,2201,2201
Obervellach,46.9319,13.2022,Austria,AT,Kärnten,,2201,2201
Peggau,47.2064,15.3442,Austria,AT,Steiermark,,2199,2199
Virgen,47.0036,12.4581,Austria,AT,Tirol,,2199,2199
Edt bei Lambach,48.0900,13.9047,Austria,AT,Oberösterreich,,2197,2197
Tschagguns,47.0767,9.9008,Austria,AT,Vorarlberg,,2195,2195
Oberndorf in Tirol,47.4986,12.3847,Austria,AT,Tirol,,2194,2194
Großrußbach,48.4728,16.4153,Austria,AT,Niederösterreich,,2194,2194
Unterweissenbach,48.4361,14.7819,Austria,AT,Oberösterreich,,2192,2192
Kirchstetten,48.1833,15.8167,Austria,AT,Niederösterreich,,2189,2189
Steinhaus,48.1161,14.0206,Austria,AT,Oberösterreich,,2187,2187
Bistrica nad Pliberkom,46.5569,14.7594,Austria,AT,Kärnten,,2185,2185
Achenkirch,47.5269,11.7072,Austria,AT,Tirol,,2185,2185
Terfens,47.3261,11.6461,Austria,AT,Tirol,,2184,2184
Gedersdorf,48.4336,15.6872,Austria,AT,Niederösterreich,,2184,2184
Mortantsch,47.2078,15.5789,Austria,AT,Steiermark,,2182,2182
Schwadorf,48.0667,16.5833,Austria,AT,Niederösterreich,,2180,2180
Waldzell,48.1361,13.4292,Austria,AT,Oberösterreich,,2177,2177
Haag am Hausruck,48.1856,13.6422,Austria,AT,Oberösterreich,,2176,2176
Rudersdorf,47.0483,16.1222,Austria,AT,Burgenland,,2176,2176
Wilfersdorf,48.5892,16.6447,Austria,AT,Niederösterreich,,2175,2175
Stubenberg,47.2439,15.8003,Austria,AT,Steiermark,,2171,2171
Viehausen,47.7832,12.9871,Austria,AT,Salzburg,,2165,2165
Sankt Radegund bei Graz,47.1811,15.4894,Austria,AT,Steiermark,,2165,2165
Sitzendorf an der Schmida,48.5997,15.9400,Austria,AT,Niederösterreich,,2162,2162
Sankt Pölten,48.1982,15.6431,Austria,AT,Niederösterreich,admin,,
Baden,48.0167,16.2333,Austria,AT,Niederösterreich,minor,,
Villach,46.6125,13.8529,Austria,AT,Kärnten,minor,,
Tulln,48.3333,16.0500,Austria,AT,Niederösterreich,minor,,
Rust,47.8010,16.6754,Austria,AT,Burgenland,minor,,
Hermagor,46.6272,13.3672,Austria,AT,Kärnten,minor,,
